Time,SessionBlockNumber,BlockTrialNumber,VRHead_Position_X,VRHead_Position_Y,VRHead_Position_Z,VRHead_Rotation_X,VRHead_Rotation_Y,VRHead_Rotation_Z,VRLeftHand_Position_X,VRLeftHand_Position_Y,VRLeftHand_Position_Z,VRLeftHand_Rotation_X,VRLeftHand_Rotation_Y,VRLeftHand_Rotation_Z,VRLeftHand_HoldingObjectType,VRRightHand_Position_X,VRRightHand_Position_Y,VRRightHand_Position_Z,VRRightHand_Rotation_X,VRRightHand_Rotation_Y,VRRightHand_Rotation_Z,VRRightHand_HoldingObjectType,
7.926458,2,1,0.2197543,1.559982,0.03005216,43.82066,23.49102,346.1074,0.3239749,1.35738,0.3672766,347.7043,10.78215,328.2255,NoObject,0.5715173,1.300842,0.4380706,14.86163,44.77213,308.6571,NoObject,
7.966939,2,1,0.2192005,1.560067,0.02967192,43.76925,23.42919,346.0323,0.3201917,1.362743,0.3672234,347.4927,10.18845,328.4051,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
7.993095,2,1,0.2188165,1.560421,0.02925244,43.66621,23.35382,345.9707,0.3177257,1.366972,0.3662461,347.0273,10.02085,328.5085,NoObject,0.5715176,1.300841,0.4380705,14.86203,44.77341,308.657,NoObject,
8.016604,2,1,0.2183163,1.561032,0.02875445,43.59643,23.30227,345.9044,0.3166574,1.369751,0.3649828,346.8533,10.13678,328.89,NoObject,0.5715174,1.300841,0.4380707,14.86226,44.77155,308.6568,NoObject,
8.041244,2,1,0.2174909,1.561634,0.02793995,43.46287,23.25235,345.8327,0.3145368,1.374389,0.3632976,346.6797,10.34034,329.4073,NoObject,0.5715175,1.300841,0.4380705,14.86204,44.77167,308.6562,NoObject,
8.067365,2,1,0.2166177,1.562392,0.02706901,43.27919,23.21245,345.8022,0.3123674,1.378807,0.3606284,346.4815,11.14624,329.7769,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
8.09257,2,1,0.2155044,1.563533,0.02624011,43.01418,23.192,345.7982,0.3101101,1.383069,0.3569545,346.4466,12.22973,329.8717,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
8.117848,2,1,0.2143521,1.564803,0.02536422,42.67123,23.17115,345.7612,0.3079851,1.387143,0.3519819,346.8043,14.09039,329.6205,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
8.142294,2,1,0.213017,1.566228,0.02444296,42.27937,23.22021,345.6834,0.3064646,1.39144,0.3465803,347.4281,16.32676,329.7327,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
8.166662,2,1,0.2109787,1.567869,0.02351423,41.90324,23.18809,345.7247,0.3049315,1.395679,0.3398438,348.1248,19.25737,329.5783,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
8.192742,2,1,0.2086873,1.569899,0.02274906,41.43201,22.92795,345.7408,0.3031914,1.399797,0.3318669,348.6648,22.30401,328.7772,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
8.21766,2,1,0.2058409,1.572411,0.02217582,40.78735,22.45901,345.7781,0.3009576,1.404028,0.322156,348.9294,25.65594,327.5516,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
8.241606,2,1,0.2022711,1.575173,0.02163134,40.02151,21.65713,345.7841,0.297587,1.408118,0.3106491,349.0895,29.91772,326.0248,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
8.266445,2,1,0.1984485,1.578232,0.02127099,39.15239,20.76454,345.7995,0.2925644,1.411578,0.296821,349.739,35.56402,323.5277,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
8.293636,2,1,0.1941853,1.581211,0.02092891,38.20537,19.71766,345.7166,0.2858768,1.414241,0.2821139,350.5755,41.49706,320.5308,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
8.317327,2,1,0.1891209,1.584051,0.02031405,37.36851,18.61059,345.6772,0.276183,1.41711,0.2666914,350.9114,46.65097,317.4903,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
8.341687,2,1,0.1840324,1.586718,0.01958338,36.69608,17.43168,345.7651,0.2642109,1.420827,0.2512543,350.9327,50.86221,315.9669,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
8.367281,2,1,0.1786147,1.589367,0.0188891,36.0764,16.3361,345.9272,0.2490629,1.424539,0.2364962,352.0331,54.18045,315.86,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
8.392197,2,1,0.1735726,1.591996,0.01821294,35.46844,15.34041,346.1207,0.2319511,1.42768,0.2232665,355.3208,57.96528,317.3715,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
8.417235,2,1,0.1683296,1.594537,0.01732549,34.89569,14.45226,346.3819,0.2118367,1.430334,0.2102806,359.7644,65.45285,323.0615,NoObject,0.5715175,1.300841,0.4380705,14.86207,44.77356,308.6575,NoObject,
8.441675,2,1,0.1626122,1.596918,0.0163541,34.35627,13.63805,346.7108,0.1910079,1.433299,0.1999407,359.5673,68.00816,327.5036,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
8.468505,2,1,0.1568923,1.59927,0.01524741,33.83772,12.83654,346.9949,0.170653,1.4349,0.1935886,356.7269,63.90564,327.5759,NoObject,0.5715176,1.300841,0.4380705,14.86223,44.77274,308.6566,NoObject,
8.492373,2,1,0.1508506,1.601403,0.01415619,33.36617,12.10342,347.3065,0.1501173,1.433623,0.1872986,357.1744,62.48364,329.2369,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
8.51752,2,1,0.1445301,1.603541,0.01293206,32.91338,11.41339,347.6046,0.1276462,1.429234,0.1812107,357.3074,61.32261,329.9249,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
8.541935,2,1,0.1379517,1.605707,0.01172728,32.47283,10.77891,347.9676,0.1043669,1.422324,0.1743396,356.4719,60.2253,328.1414,NoObject,0.5715176,1.300841,0.4380705,14.86203,44.77341,308.657,NoObject,
8.566532,2,1,0.1310892,1.607936,0.01056548,32.04661,10.13748,348.3173,0.08131231,1.412339,0.1676707,356.5123,59.03125,325.3153,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
8.592942,2,1,0.1236862,1.60999,0.009064104,31.58297,9.506973,348.7109,0.05799603,1.40146,0.1621929,356.602,57.2269,323.2334,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
8.618299,2,1,0.115912,1.611902,0.007533269,31.21487,8.854525,349.0758,0.03373148,1.389971,0.1572868,356.2491,55.54921,321.5847,NoObject,0.5715173,1.300841,0.4380706,14.86182,44.77339,308.6579,NoObject,
8.641737,2,1,0.107534,1.613798,0.006005197,30.91281,8.228156,349.4533,0.009089569,1.377614,0.1530537,355.2942,53.31652,318.8063,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
8.667374,2,1,0.09872743,1.61552,0.004424671,30.63306,7.619573,349.8271,-0.01563635,1.364488,0.1485859,354.1492,50.811,315.3658,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
8.692849,2,1,0.08927026,1.617377,0.002913123,30.32972,7.043385,350.2923,-0.04022504,1.352059,0.1437061,353.1086,48.61774,313.5386,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
8.717618,2,1,0.07916995,1.619105,0.001663337,30.06539,6.44947,350.7517,-0.06448428,1.341114,0.1390785,352.5925,46.15869,314.6391,NoObject,0.5715174,1.300841,0.4380707,14.86209,44.77282,308.6576,NoObject,
8.742286,2,1,0.06832156,1.62064,0.0002598087,29.80408,5.725318,351.2932,-0.08762824,1.331763,0.1355381,352.0587,42.5665,318.0875,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
8.768581,2,1,0.05704864,1.621994,-0.001081446,29.58093,4.861202,351.7947,-0.1104301,1.323402,0.1339953,351.7718,37.69075,322.6203,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
8.79234,2,1,0.04557343,1.623078,-0.002355664,29.36449,3.857047,352.2789,-0.1325846,1.313236,0.131605,350.4656,34.10158,323.3925,NoObject,0.5715176,1.300841,0.4380706,14.86236,44.77401,308.6576,NoObject,
8.817386,2,1,0.03410935,1.623657,-0.004111006,29.18919,2.783716,352.6572,-0.1517995,1.302302,0.1284735,349.478,30.20112,320.4594,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
8.841742,2,1,0.02296456,1.624001,-0.006178719,29.26389,1.742396,352.9945,-0.1689978,1.29312,0.1262412,350.0074,26.37301,320.7705,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
8.867629,2,1,0.0123032,1.624375,-0.008719215,29.35921,0.7964859,353.5389,-0.1848898,1.285711,0.1234735,347.6952,23.41383,322.539,NoObject,0.5715174,1.300841,0.4380706,14.86208,44.77191,308.657,NoObject,
8.892597,2,1,0.001966771,1.62479,-0.01213962,29.45858,359.8791,354.0792,-0.1994067,1.277293,0.1219871,346.0151,21.10175,324.6527,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
8.918189,2,1,-0.007398214,1.625419,-0.01600766,29.53741,359.1732,354.6946,-0.2115197,1.266538,0.120633,344.9886,18.76343,325.5618,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
8.942468,2,1,-0.01625551,1.62603,-0.02028325,29.4959,358.6447,355.2942,-0.2223184,1.254982,0.1195142,345.4357,17.61444,329.0115,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
8.967939,2,1,-0.02430829,1.626203,-0.02489566,29.46891,358.1944,355.8419,-0.2317468,1.243024,0.1192002,346.4344,16.68809,331.8048,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
8.99284,2,1,-0.03161187,1.625875,-0.02971847,29.57271,357.8007,356.4337,-0.2402414,1.232612,0.1199276,348.3743,15.58758,334.185,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
9.018133,2,1,-0.03812999,1.625452,-0.03446414,29.76082,357.5228,357.0281,-0.2484889,1.225243,0.1204907,349.8999,14.8572,337.7286,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
9.042615,2,1,-0.04381617,1.625304,-0.03919495,29.91158,357.3193,357.5434,-0.2558975,1.221147,0.1210948,351.1884,14.45627,342.5008,NoObject,0.5715175,1.300841,0.4380707,14.8625,44.77248,308.6571,NoObject,
9.06795,2,1,-0.04893319,1.625105,-0.04397477,30.06014,357.1736,357.994,-0.2623598,1.217708,0.1219397,351.0966,14.21309,346.3229,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
9.094389,2,1,-0.05340508,1.624917,-0.04853406,30.21791,357.026,358.3732,-0.2662525,1.212768,0.1227686,351.1414,14.30177,346.7664,NoObject,0.5715175,1.300841,0.4380706,14.86212,44.7712,308.6563,NoObject,
9.118029,2,1,-0.05710383,1.624757,-0.05287258,30.30574,356.87,358.6596,-0.2680013,1.206193,0.1234645,351.7131,14.95378,345.474,NoObject,0.5715175,1.300841,0.4380707,14.86235,44.77318,308.6577,NoObject,
9.14243,2,1,-0.06024901,1.62472,-0.05689814,30.35425,356.7084,358.8163,-0.2680245,1.199276,0.1242296,352.5701,15.3403,343.3692,NoObject,0.5715175,1.300841,0.4380705,14.86183,44.77212,308.6565,NoObject,
9.168019,2,1,-0.06261307,1.624743,-0.06079376,30.36944,356.597,358.8896,-0.2670956,1.194423,0.1258876,354.0705,14.86168,341.982,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
9.193646,2,1,-0.06448925,1.624879,-0.06435055,30.34231,356.5224,358.9163,-0.2654437,1.193463,0.1274393,355.2797,14.37967,341.9547,NoObject,0.5715173,1.300841,0.4380706,14.8619,44.77171,308.6569,NoObject,
9.218444,2,1,-0.06581825,1.625152,-0.06754083,30.20324,356.5379,358.9377,-0.2643074,1.195612,0.1281232,355.1555,14.39909,342.3045,NoObject,0.5715175,1.300841,0.4380707,14.86265,44.77208,308.6569,NoObject,
9.242792,2,1,-0.06660151,1.625308,-0.07050158,30.05857,356.6606,358.9303,-0.2639471,1.199746,0.1276391,353.5344,14.52561,342.6869,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
9.268679,2,1,-0.06695235,1.625479,-0.07315253,29.94654,356.9409,358.9671,-0.2633181,1.202529,0.1267481,352.212,14.75812,342.5495,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
9.293475,2,1,-0.06697036,1.625349,-0.07549965,29.80686,357.3062,359.0101,-0.2620878,1.20254,0.1258165,352.0367,15.16539,341.9119,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
9.318314,2,1,-0.06780812,1.624817,-0.07830076,29.73049,357.6447,359.0333,-0.2607733,1.200856,0.1251294,352.5107,15.63266,341.5821,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
9.342294,2,1,-0.06874362,1.625038,-0.07961803,29.80736,357.2596,359.0004,-0.2595349,1.199105,0.1247721,352.9872,16.02042,341.4149,NoObject,0.5715176,1.300841,0.4380705,14.86242,44.77225,308.6564,NoObject,
9.368449,2,1,-0.06832856,1.624672,-0.08080724,29.79214,357.2766,359.1203,-0.2581757,1.198408,0.1247008,353.0641,16.28568,340.8805,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
9.39366,2,1,-0.0681501,1.624264,-0.0816225,29.78692,357.4431,359.2514,-0.2568956,1.198396,0.1249095,353.0539,16.55193,340.267,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
9.419147,2,1,-0.06784401,1.623802,-0.08218867,29.71828,357.2603,359.1146,-0.2556594,1.198703,0.1251837,352.9166,16.746,339.8882,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
9.442662,2,1,-0.06771017,1.623067,-0.0826425,29.95354,356.952,358.9765,-0.2544383,1.199015,0.1252513,352.7794,16.93025,339.6771,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
9.469091,2,1,-0.06718093,1.622547,-0.08268503,30.04607,356.7519,358.8512,-0.2532045,1.198669,0.1253271,352.8123,17.02716,339.3117,NoObject,0.5715174,1.300841,0.4380706,14.86208,44.77191,308.657,NoObject,
9.493852,2,1,-0.06667212,1.622156,-0.08268266,30.09056,356.3764,358.6072,-0.2519723,1.197865,0.1253117,353.0343,17.25875,338.8368,NoObject,0.5715176,1.300841,0.4380704,14.86175,44.77294,308.6566,NoObject,
9.518367,2,1,-0.0654783,1.621386,-0.08264405,30.04745,356.0356,358.339,-0.250903,1.197289,0.1251674,353.0921,17.44309,338.3852,NoObject,0.5715176,1.300841,0.4380706,14.86246,44.77235,308.6567,NoObject,
9.543074,2,1,-0.06272761,1.619598,-0.0829803,30.41542,356.3131,358.2478,-0.2500491,1.196771,0.125068,353.0852,17.62686,338.0089,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
9.56922,2,1,-0.05922004,1.618421,-0.08255439,31.02327,357.3524,358.7332,-0.2495495,1.196374,0.125338,353.1431,17.51403,337.7711,NoObject,0.5715177,1.300841,0.4380706,14.86272,44.77274,308.6568,NoObject,
9.5938,2,1,-0.05648983,1.618382,-0.08180921,31.16461,358.561,359.3828,-0.2495307,1.196208,0.1257491,353.209,17.27095,337.7233,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
9.619066,2,1,-0.05458442,1.618771,-0.0808857,30.77536,359.0058,359.4474,-0.2496548,1.196258,0.1258892,353.1674,17.22069,337.8096,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
9.64255,2,1,-0.05251683,1.618524,-0.08076241,30.3958,359.3416,359.7851,-0.2497845,1.196301,0.1260638,353.1309,17.18692,337.9032,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
9.668719,2,1,-0.05051856,1.618144,-0.08058446,30.22406,359.638,0.1392459,-0.250059,1.19638,0.1263271,353.0884,17.03092,338.0286,NoObject,0.5715173,1.300841,0.4380706,14.86182,44.77339,308.6579,NoObject,
9.693766,2,1,-0.0486482,1.617883,-0.08041453,30.11158,359.9437,0.4725794,-0.2504961,1.196339,0.1266771,353.1349,16.84827,338.1954,NoObject,0.5715175,1.300841,0.4380707,14.8625,44.77248,308.6571,NoObject,
9.718872,2,1,-0.04712961,1.617747,-0.07956986,29.978,359.9007,0.5900816,-0.2510551,1.196199,0.1272091,353.2331,16.59374,338.4822,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
9.743315,2,1,-0.0456381,1.61771,-0.07920228,29.84105,359.6613,0.4915638,-0.2514902,1.196115,0.1278073,353.3526,16.26213,338.7799,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
9.769083,2,1,-0.04428959,1.617934,-0.07875909,29.64269,359.4259,0.4594559,-0.2517984,1.196291,0.1282179,353.2853,16.00215,339.0719,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
9.794997,2,1,-0.04327557,1.618232,-0.07842951,29.55037,359.204,0.4100441,-0.2518907,1.196369,0.128681,353.2856,15.80031,339.3166,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
9.818677,2,1,-0.04223127,1.618649,-0.07807676,29.4429,358.9657,0.1645336,-0.2516207,1.196197,0.1288632,353.347,15.85246,339.2415,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
9.842831,2,1,-0.04114022,1.619033,-0.07787534,29.27501,358.8152,0.07884233,-0.2513976,1.196025,0.1290047,353.3734,15.85645,339.1521,NoObject,0.5715175,1.300842,0.4380704,14.86145,44.77368,308.6572,NoObject,
9.868646,2,1,-0.04038448,1.619256,-0.07766142,29.19568,358.7215,0.1249945,-0.2509299,1.195719,0.1293182,353.4272,15.86719,339.0186,NoObject,0.5715175,1.300841,0.4380707,14.8624,44.77164,308.6566,NoObject,
9.895382,2,1,-0.03973525,1.620009,-0.07731379,28.99768,358.7592,0.195117,-0.2503616,1.195394,0.1294938,353.4502,15.97889,338.8419,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
9.918664,2,1,-0.03877298,1.620657,-0.0771808,28.77293,358.7754,0.2781456,-0.2499283,1.195174,0.1295619,353.4732,16.07051,338.6988,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
9.943118,2,1,-0.038408,1.621744,-0.076961,28.44707,358.8565,0.2210395,-0.2495508,1.194881,0.1296505,353.4738,16.14918,338.4844,NoObject,0.5715176,1.300841,0.4380704,14.86175,44.77294,308.6566,NoObject,
9.969235,2,1,-0.03790466,1.622532,-0.07708529,28.14343,358.6787,359.9416,-0.2493196,1.194532,0.1298626,353.5516,16.18111,338.345,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
9.993988,2,1,-0.03710415,1.623375,-0.07699292,27.97805,358.5461,359.8003,-0.2491622,1.194218,0.1300367,353.6303,16.19982,338.1906,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
10.01967,2,1,-0.03641925,1.624252,-0.07698707,27.7011,358.6269,359.7678,-0.2491575,1.194071,0.1301268,353.6529,16.19399,338.1632,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
10.04333,2,1,-0.0360322,1.625094,-0.07691398,27.44109,358.6872,359.7469,-0.2491887,1.193903,0.130226,353.6866,16.18181,338.144,NoObject,0.5715173,1.300842,0.4380705,14.86156,44.77288,308.6574,NoObject,
10.06885,2,1,-0.03574109,1.626095,-0.07671688,27.00235,358.7105,359.6224,-0.2492918,1.193757,0.1303543,353.7219,16.17611,338.1893,NoObject,0.5715176,1.300841,0.4380705,14.86202,44.7724,308.6565,NoObject,
10.09374,2,1,-0.03561883,1.626602,-0.07701465,26.72239,358.676,359.4424,-0.2494844,1.193674,0.1304875,353.7339,16.1491,338.2746,NoObject,0.5715175,1.300841,0.4380704,14.86178,44.77304,308.657,NoObject,
10.11872,2,1,-0.0354537,1.627174,-0.07692596,26.74007,358.6575,359.4156,-0.2496642,1.193556,0.1306151,353.7632,16.12472,338.314,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
10.14297,2,1,-0.03540939,1.628087,-0.07650715,26.46837,358.7844,359.4772,-0.2498544,1.193415,0.1307554,353.7947,16.08483,338.3142,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.16895,2,1,-0.03554337,1.628512,-0.07661165,26.22033,358.818,359.5158,-0.2499986,1.193305,0.1307912,353.8199,16.10311,338.3372,NoObject,0.5715176,1.300841,0.4380705,14.86219,44.7719,308.6562,NoObject,
10.19464,2,1,-0.03590303,1.628719,-0.07654297,26.08447,358.7643,359.6281,-0.2501731,1.193287,0.1307413,353.7682,16.1607,338.3897,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
10.21933,2,1,-0.03611379,1.629084,-0.07654662,25.8762,358.7042,359.6727,-0.2503192,1.193259,0.1307609,353.7472,16.1915,338.4171,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.24315,2,1,-0.03655621,1.629108,-0.07685564,25.83303,358.6031,359.6817,-0.2504265,1.193209,0.1307754,353.7544,16.20782,338.4233,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.26904,2,1,-0.03707315,1.629423,-0.07691374,25.87541,358.523,359.7698,-0.2505159,1.193078,0.1307891,353.7618,16.25004,338.4314,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
10.29461,2,1,-0.03770255,1.629819,-0.07696895,25.62596,358.3549,359.6438,-0.2505079,1.192966,0.1307526,353.7432,16.31392,338.4314,NoObject,0.5715175,1.300841,0.4380707,14.86228,44.77216,308.657,NoObject,
10.31883,2,1,-0.03833987,1.629935,-0.07717701,25.50013,358.224,359.6751,-0.250514,1.192948,0.1306584,353.6869,16.36803,338.4117,NoObject,0.5715175,1.300841,0.4380706,14.86207,44.77262,308.6572,NoObject,
10.34313,2,1,-0.03881798,1.630206,-0.0773398,25.43972,358.0731,359.6181,-0.2504671,1.192985,0.1305121,353.616,16.45599,338.3549,NoObject,0.5715175,1.300841,0.4380705,14.8618,44.77319,308.6574,NoObject,
10.3702,2,1,-0.03932692,1.630658,-0.07762334,25.32,358.0388,359.6537,-0.2503255,1.192985,0.1303806,353.5776,16.54753,338.2893,NoObject,0.5715175,1.300841,0.4380705,14.86207,44.77169,308.6564,NoObject,
10.39397,2,1,-0.03995572,1.631016,-0.07773673,25.18419,357.942,359.6277,-0.2501646,1.192943,0.1301622,353.5083,16.7071,338.1896,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
10.41949,2,1,-0.04053065,1.631546,-0.07799695,24.94404,357.8562,359.5967,-0.2500095,1.192894,0.130024,353.464,16.78233,338.1192,NoObject,0.5715174,1.300841,0.4380706,14.86192,44.7716,308.6566,NoObject,
10.44299,2,1,-0.04118729,1.631765,-0.07839803,24.76947,357.7186,359.5327,-0.2498815,1.192818,0.1298878,353.4455,16.85017,338.0007,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.46917,2,1,-0.04156739,1.632105,-0.07868528,24.87245,357.6435,359.6719,-0.2498186,1.192785,0.129817,353.4345,16.88167,337.9261,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.49427,2,1,-0.04213675,1.632512,-0.0787151,24.78721,357.6053,359.7621,-0.2497637,1.192803,0.1297439,353.4164,16.92673,337.8998,NoObject,0.5715175,1.300842,0.4380704,14.86153,44.77264,308.6566,NoObject,
10.51938,2,1,-0.04259238,1.632905,-0.07889117,24.62147,357.5246,359.7608,-0.2497436,1.192872,0.1296812,353.3889,16.9735,337.9184,NoObject,0.5715175,1.300841,0.4380706,14.86208,44.77177,308.6566,NoObject,
10.54401,2,1,-0.0430757,1.633194,-0.07911029,24.48048,357.4078,359.7598,-0.2498216,1.192922,0.1297044,353.3575,16.97188,337.9537,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.56921,2,1,-0.0433968,1.633556,-0.07921179,24.38372,357.3622,359.8117,-0.2499768,1.192918,0.1297706,353.3516,16.95205,338.0071,NoObject,0.5715175,1.300841,0.4380706,14.86231,44.77298,308.6573,NoObject,
10.59473,2,1,-0.04369804,1.633781,-0.0793672,24.36362,357.401,359.9549,-0.2501051,1.192884,0.1298361,353.3816,16.92479,338.0586,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
10.61913,2,1,-0.04416153,1.634047,-0.07953188,24.3455,357.5165,0.1465546,-0.2501367,1.192869,0.1298289,353.3826,16.93278,338.0735,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.64357,2,1,-0.04430471,1.634224,-0.07952873,24.26263,357.6398,0.3215633,-0.2501662,1.192904,0.1297619,353.3251,16.98312,338.0912,NoObject,0.5715174,1.300842,0.4380704,14.86155,44.77274,308.657,NoObject,
10.66943,2,1,-0.04456633,1.634312,-0.07961106,24.18424,357.6563,0.393339,-0.2501256,1.192968,0.1296508,353.3061,17.02432,338.0878,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
10.69531,2,1,-0.04491609,1.634315,-0.0797049,24.19937,357.5576,0.4181944,-0.2500954,1.192976,0.129582,353.308,17.04832,338.0572,NoObject,0.5715175,1.300841,0.4380705,14.86205,44.77249,308.6568,NoObject,
10.71931,2,1,-0.04538532,1.634109,-0.07968237,24.33292,357.4432,0.4609322,-0.2500161,1.192968,0.1295382,353.3051,17.07339,338.0066,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
10.74352,2,1,-0.04579645,1.633705,-0.07940153,24.44333,357.2836,0.4076428,-0.2499396,1.192955,0.1294651,353.3102,17.09259,337.9587,NoObject,0.5715176,1.300841,0.4380705,14.86227,44.77283,308.6569,NoObject,
10.76978,2,1,-0.04614987,1.633396,-0.07916743,24.56454,357.1513,0.3814977,-0.2498671,1.192978,0.1294084,353.3129,17.08738,337.9075,NoObject,0.5715174,1.300841,0.4380706,14.86185,44.77235,308.6572,NoObject,
10.79433,2,1,-0.04656485,1.633091,-0.07898697,24.67613,356.9942,0.3649738,-0.2498364,1.193033,0.1293321,353.2809,17.10754,337.8796,NoObject,0.5715175,1.300841,0.4380706,14.86225,44.77202,308.6567,NoObject,
10.82039,2,1,-0.04679698,1.632809,-0.07882175,24.82258,356.8825,0.360048,-0.2498187,1.193115,0.1292646,353.2387,17.13494,337.8674,NoObject,0.5715175,1.300841,0.4380705,14.86185,44.77221,308.6568,NoObject,
